"","ID2003_d","Area2003","VCA","HKD","HKD_Sisa","HKDPer_2","HKDII","HKDII_tdklnjt","HKDII_tdkcair","YearI","YearII","YearIII","YearIV","Combined.Boundary","year","AreaForLoss","PxlKSNPLoss","PxlAllLoss","KSNP_AreaForLoss_Ha1","KSNP_AreaForLoss_Ha2","All_AreaForLoss_Ha","nonKSNP_AreaForLoss_Ha","year_vca","HKDI","did1","did2","did3","did4","did5","did6"
"1",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2001,6.25e-08,1,10548,0.0852330625,0.09,949.32,949.23,0,0,0,0,0,0,0,0
"2",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2002,0,0,2190,0,0,197.1,197.1,0,0,0,0,0,0,0,0
"3",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2003,3.75e-07,6,3601,0.511398375,0.54,324.09,323.55,0,0,0,0,0,0,0,0
"4",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2004,0,0,9379,0,0,844.11,844.11,1,0,1,2.5e+08,0,1,0,2.5e+08
"5",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2005,0,0,2457,0,0,221.13,221.13,1,0,1,2.5e+08,0,1,0,2.5e+08
"6",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2006,0,0,18102,0,0,1629.18,1629.18,1,0,1,2.5e+08,0,1,0,2.5e+08
"7",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2007,0,0,71303,0,0,6417.27,6417.27,1,0,1,2.5e+08,0,1,0,2.5e+08
"8",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2008,0,0,39876,0,0,3588.84,3588.84,1,0,1,2.5e+08,0,1,0,2.5e+08
"9",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2009,0,0,34389,0,0,3095.01,3095.01,1,0,1,2.5e+08,0,1,0,2.5e+08
"10",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2010,0,0,21523,0,0,1937.07,1937.07,1,0,1,2.5e+08,0,1,0,2.5e+08
"11",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2011,0,0,43571,0,0,3921.39,3921.39,1,0,1,2.5e+08,0,1,0,2.5e+08
"12",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2012,6.25e-08,1,25299,0.0852330625,0.09,2276.91,2276.82,1,0,1,2.5e+08,0,1,0,2.5e+08
"13",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2013,0,0,15603,0,0,1404.27,1404.27,1,0,1,2.5e+08,0,1,0,2.5e+08
"14",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2014,1.25e-07,2,8938,0.170466125,0.18,804.42,804.24,1,0,1,2.5e+08,0,1,0,2.5e+08
"15",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2015,0,0,4215,0,0,379.35,379.35,1,0,1,2.5e+08,0,1,0,2.5e+08
"16",1302010001,463743729,1,2.5e+08,0,1,1,0,0,0,0,0,1,0,2016,0,0,8271,0,0,744.39,744.39,1,0,1,2.5e+08,0,1,0,2.5e+08
"17",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,1.4375e-06,23,5177,1.9603604375,2.07,465.93,463.86,0,0,0,0,0,0,0,0
"18",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,6.25e-08,1,2088,0.0852330625,0.09,187.92,187.83,0,0,0,0,0,0,0,0
"19",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,1.25e-07,2,2088,0.170466125,0.18,187.92,187.74,0,0,0,0,0,0,0,0
"20",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,3.125e-07,5,9363,0.4261653125,0.45,842.67,842.22,1,0,0,0,0,0,0,0
"21",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,0,0,5083,0,0,457.47,457.47,1,0,0,0,0,0,0,0
"22",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,0,0,13006,0,0,1170.54,1170.54,1,0,0,0,0,0,0,0
"23",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,0,0,26494,0,0,2384.46,2384.46,1,0,0,0,0,0,0,0
"24",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,2.375e-06,38,16376,3.238856375,3.42,1473.84,1470.42,1,0,0,0,0,0,0,0
"25",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,1.25e-07,2,16839,0.170466125,0.18,1515.51,1515.33,1,0,0,0,0,0,0,0
"26",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,0,0,10044,0,0,903.96,903.96,1,0,0,0,0,0,0,0
"27",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,1.375e-06,22,18580,1.875127375,1.98,1672.2,1670.22,1,0,0,0,0,0,0,0
"28",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,5.375e-06,86,16466,7.330043375,7.74,1481.94,1474.2,1,0,0,0,0,0,0,0
"29",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,3.0625e-06,49,6021,4.1764200625,4.41,541.89,537.48,1,0,0,0,0,0,0,0
"30",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,6.6875e-06,107,9102,9.1199376875,9.63,819.18,809.55,1,0,0,0,0,0,0,0
"31",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,1.25e-07,2,4734,0.170466125,0.18,426.06,425.88,1,0,0,0,0,0,0,0
"32",1302010002,462709037,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,4.125e-06,64,5979,5.625382125,5.76,538.11,532.35,1,0,0,0,0,0,0,0
"33",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2001,3.54375e-05,567,1400,48.3271464375,51.03,126,74.97,0,0,0,0,0,0,0,0
"34",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2002,8.5e-06,136,726,11.5916965,12.24,65.34,53.1,0,0,0,0,0,0,0,0
"35",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2003,9.375e-07,15,451,1.2784959375,1.35,40.59,39.24,0,0,0,0,0,0,0,0
"36",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2004,2.04375e-05,327,1336,27.8712114375,29.43,120.24,90.81,1,0,1,499947021,0,1,0,499947021
"37",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2005,9e-06,144,2351,12.273561,12.96,211.59,198.63,1,0,1,499947021,0,1,0,499947021
"38",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2006,9.5875e-05,1534,5816,130.747517875,138.06,523.44,385.38,1,0,1,499947021,0,1,0,499947021
"39",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2007,6.45e-05,1032,6848,87.9605205,92.88,616.32,523.44,1,0,1,499947021,0,1,0,499947021
"40",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2008,1.2625e-05,202,9684,17.217078625,18.18,871.56,853.38,1,0,1,499947021,0,1,0,499947021
"41",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2009,1.375e-05,220,9415,18.75127375,19.8,847.35,827.55,1,0,1,499947021,0,1,0,499947021
"42",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2010,5.4625e-05,874,8955,74.493696625,78.66,805.95,727.29,1,0,1,499947021,0,1,0,499947021
"43",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2011,4.15e-05,664,18590,56.5947535,59.76,1673.1,1613.34,1,0,1,499947021,0,1,0,499947021
"44",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2012,4.73125e-05,757,20840,64.5214283125,68.13,1875.6,1807.47,1,0,1,499947021,0,1,0,499947021
"45",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2013,1.7625e-05,282,13764,24.035723625,25.38,1238.76,1213.38,1,0,1,499947021,0,1,0,499947021
"46",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2014,1.86875e-05,299,17351,25.4846856875,26.91,1561.59,1534.68,1,0,1,499947021,0,1,0,499947021
"47",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2015,1.21875e-05,195,11150,16.6204471875,17.55,1003.5,985.95,1,0,1,499947021,0,1,0,499947021
"48",1302020001,477010676,1,499947021,-249947021,0.999894042,1,0,0,0,1,0,0,1,2016,4.08125e-05,655,13269,55.6571898125,58.95,1194.21,1135.26,1,0,1,499947021,0,1,0,499947021
"49",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,1.51875e-05,244,3339,20.7116341875,21.96,300.51,278.55,0,0,0,0,0,0,0,0
"50",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,6.1875e-06,99,23542,8.4380731875,8.91,2118.78,2109.87,0,0,0,0,0,0,0,0
"51",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,3.5e-06,56,12510,4.7730515,5.04,1125.9,1120.86,0,0,0,0,0,0,0,0
"52",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,7.6875e-06,123,42423,10.4836666875,11.07,3818.07,3807,1,0,0,0,0,0,0,0
"53",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,4.75e-06,76,71961,6.47771275,6.84,6476.49,6469.65,1,0,0,0,0,0,0,0
"54",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,3.68125e-05,589,38762,50.2022738125,53.01,3488.58,3435.57,1,0,0,0,0,0,0,0
"55",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,1.94375e-05,311,22922,26.5074824375,27.99,2062.98,2034.99,1,0,0,0,0,0,0,0
"56",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,3.5625e-06,57,25873,4.8582845625,5.13,2328.57,2323.44,1,0,0,0,0,0,0,0
"57",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2009,5.875e-06,94,14090,8.011907875,8.46,1268.1,1259.64,1,0,0,0,0,0,0,0
"58",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2010,1.46875e-05,235,15758,20.0297696875,21.15,1418.22,1397.07,1,0,0,0,0,0,0,0
"59",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2011,3.09375e-05,495,30147,42.1903659375,44.55,2713.23,2668.68,1,0,0,0,0,0,0,0
"60",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2012,3.6e-05,576,21437,49.094244,51.84,1929.33,1877.49,1,0,0,0,0,0,0,0
"61",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2013,3.6375e-05,582,11290,49.605642375,52.38,1016.1,963.72,1,0,0,0,0,0,0,0
"62",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2014,9.75e-06,156,9988,13.29635775,14.04,898.92,884.88,1,0,0,0,0,0,0,0
"63",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2015,4e-06,64,6632,5.454916,5.76,596.88,591.12,1,0,0,0,0,0,0,0
"64",1302030001,976990574,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2016,7.06875e-05,1131,16146,96.3985936875,101.79,1453.14,1351.35,1,0,0,0,0,0,0,0
"65",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2001,1.58125e-05,253,961,21.5639648125,22.77,86.49,63.72,0,0,0,0,0,0,0,0
"66",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2002,1.0625e-05,170,1660,14.489620625,15.3,149.4,134.1,0,0,0,0,0,0,0,0
"67",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2003,5.25e-06,84,2211,7.15957725,7.56,198.99,191.43,0,0,0,0,0,0,0,0
"68",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2004,2e-06,32,500,2.727458,2.88,45,42.12,1,0,0,0,0,0,0,0
"69",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2005,1.13125e-05,181,1981,15.4271843125,16.29,178.29,162,1,0,0,0,0,0,0,0
"70",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2006,1.08125e-05,172,1806,14.7453198125,15.48,162.54,147.06,1,0,0,0,0,0,0,0
"71",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2007,9.75e-06,156,1537,13.29635775,14.04,138.33,124.29,1,0,0,0,0,0,0,0
"72",1302040001,255619988,0,0,2.5e+08,0,0,0,0,0,0,0,0,0,2008,1.1e-05,176,3181,15.001019,15.84,286.29,270.45,1,0,0,0,0,0,0,0
